Name,Games Played,Team,League,Position,Season,Age,Goals,Assists,Points,+/-,PIM,EV Goals,PP Goals,SH Goals,GW Goals,Shots,S%,TOI,Goals Per Game,Assists Per Game,Points Per Game,Shots Per Game,OPS,DPS,Point Shares
Colton Sceviour,71,DAL,NHL,C,2015-16,26,11,12,23,6,21,10,1,0,1,125,8.8,900,0.15,0.17,0.32,1.76,1.4,1,2.4
Mark Scheifele,71,WPG,NHL,C,2015-16,22,29,32,61,16,48,22,7,0,3,194,14.9,1317,0.41,0.45,0.86,2.73,6.6,2.1,8.6
Ryan Strome,71,NYI,NHL,RW,2015-16,22,8,20,28,-9,28,7,1,0,0,132,6.1,1112,0.11,0.28,0.39,1.86,1,0.8,1.8
Sami Vatanen,71,ANA,NHL,D,2015-16,24,9,29,38,8,20,5,4,0,2,140,6.4,1513,0.13,0.41,0.54,1.97,3.4,4.6,8
Dale Weise,71,TOT,NHL,RW,2015-16,27,14,13,27,4,24,11,3,0,1,136,10.3,952,0.2,0.18,0.38,1.92,1.9,1.2,3.1
Jason Zucker,71,MIN,NHL,LW,2015-16,24,13,10,23,-5,20,12,0,1,1,158,8.2,1106,0.18,0.14,0.32,2.23,1,1.1,2.1
Johnny Boychuk,70,NYI,NHL,D,2015-16,32,9,16,25,17,31,8,1,0,1,165,5.5,1496,0.13,0.23,0.36,2.36,2,4.6,6.6
T.J. Brodie,70,CGY,NHL,D,2015-16,25,6,39,45,4,18,4,2,0,1,79,7.6,1768,0.09,0.56,0.64,1.13,3.4,3.5,6.9
Ben Chiarot,70,WPG,NHL,D,2015-16,24,1,9,10,-9,43,1,0,0,0,74,1.4,1012,0.01,0.13,0.14,1.06,0,1.1,1.1
Kyle Chipchura,70,ARI,NHL,C,2015-16,29,4,8,12,-10,38,4,0,0,1,47,8.5,716,0.06,0.11,0.17,0.67,-0.2,0.4,0.2
Ian Cole,70,PIT,NHL,D,2015-16,26,0,12,12,-3,59,0,0,0,0,72,0,1207,0,0.17,0.17,1.03,-0.2,2,1.8
Nicolas Deslauriers,70,BUF,NHL,LW,2015-16,24,6,6,12,-14,59,6,0,0,1,72,8.3,723,0.09,0.09,0.17,1.03,0.1,0.4,0.4
Mike Fisher,70,NSH,NHL,C,2015-16,35,13,10,23,-14,29,10,3,0,2,98,13.3,1201,0.19,0.14,0.33,1.4,0.7,0.8,1.5
Zbynek Michalek,70,ARI,NHL,D,2015-16,33,2,5,7,3,20,2,0,0,0,69,2.9,1191,0.03,0.07,0.1,0.99,-0.5,2.6,2.1
Zach Parise,70,MIN,NHL,LW,2015-16,31,25,28,53,-3,36,18,7,0,7,234,10.7,1350,0.36,0.4,0.76,3.34,5.1,1.5,6.6
Mike Santorelli,70,ANA,NHL,C,2015-16,30,9,9,18,-4,8,8,1,0,1,81,11.1,706,0.13,0.13,0.26,1.16,1.1,0.8,1.9
Alex Tanguay,70,TOT,NHL,LW,2015-16,36,8,27,35,8,32,7,1,0,1,71,11.3,1105,0.11,0.39,0.5,1.01,1.7,1.6,3.3
Scottie Upshall,70,STL,NHL,RW,2015-16,32,6,8,14,5,44,6,0,0,1,113,5.3,766,0.09,0.11,0.2,1.61,0.1,1.1,1.3
Sven Baertschi,69,VAN,NHL,LW,2015-16,23,15,13,28,-14,14,13,2,0,1,108,13.9,929,0.22,0.19,0.41,1.57,2.2,0.6,2.8
Jordan Eberle,69,EDM,NHL,RW,2015-16,25,25,22,47,-12,14,18,7,0,4,173,14.5,1232,0.36,0.32,0.68,2.51,4.6,1,5.7
Deryk Engelland,69,CGY,NHL,D,2015-16,33,3,9,12,7,54,3,0,0,0,71,4.2,1051,0.04,0.13,0.17,1.03,0.3,2.5,2.8
Mark Fayne,69,EDM,NHL,D,2015-16,28,2,5,7,-6,18,2,0,0,0,61,3.3,1153,0.03,0.07,0.1,0.88,-0.4,2.2,1.8
Cam Fowler,69,ANA,NHL,D,2015-16,24,5,23,28,-8,27,2,3,0,0,113,4.4,1572,0.07,0.33,0.41,1.64,1.8,3.4,5.2
Tyler Johnson,69,TBL,NHL,C,2015-16,25,14,24,38,4,20,11,3,0,7,167,8.4,1183,0.2,0.35,0.55,2.42,2.7,1.5,4.2
Kevin Klein,69,NYR,NHL,D,2015-16,31,9,17,26,16,19,9,0,0,4,69,13,1407,0.13,0.25,0.38,1,2.2,3.7,6
Jared McCann,69,VAN,NHL,C,2015-16,19,9,9,18,-6,32,8,1,0,1,106,8.5,864,0.13,0.13,0.26,1.54,0.6,0.9,1.5
Marc Methot,69,OTT,NHL,D,2015-16,30,5,7,12,12,34,5,0,0,0,74,6.8,1425,0.07,0.1,0.17,1.07,0.2,3.1,3.3
Darnell Nurse,69,EDM,NHL,D,2015-16,20,3,7,10,-13,60,3,0,0,0,120,2.5,1396,0.04,0.1,0.14,1.74,-0.3,2.2,1.9
Brett Pesce,69,CAR,NHL,D,2015-16,21,4,12,16,-7,16,3,1,0,1,85,4.7,1295,0.06,0.17,0.23,1.23,0.6,2.9,3.6
Chris Tanev,69,VAN,NHL,D,2015-16,26,4,14,18,-8,8,2,2,0,0,42,9.5,1501,0.06,0.2,0.26,0.61,0.6,3,3.6
Alexander Wennberg,69,CBJ,NHL,C,2015-16,21,8,32,40,-1,2,7,1,0,1,97,8.2,1094,0.12,0.46,0.58,1.41,2.4,1.1,3.5
Jonas Brodin,68,MIN,NHL,D,2015-16,22,2,5,7,-4,18,2,0,0,0,58,3.4,1389,0.03,0.07,0.1,0.85,-0.7,2.9,2.1
Landon Ferraro,68,TOT,NHL,C,2015-16,24,5,5,10,-11,27,5,0,0,1,77,6.5,722,0.07,0.07,0.15,1.13,-0.3,0.3,0
Matt Hendricks,68,EDM,NHL,LW,2015-16,34,5,7,12,2,82,4,0,1,0,62,8.1,900,0.07,0.1,0.18,0.91,-0.6,1.2,0.6
Oscar Lindberg,68,NYR,NHL,C,2015-16,24,13,15,28,12,43,12,1,0,2,114,11.4,828,0.19,0.22,0.41,1.68,2.4,1.3,3.6
Brad Richards,68,DET,NHL,C,2015-16,35,10,18,28,4,8,6,4,0,1,164,6.1,1006,0.15,0.26,0.41,2.41,1.5,1.3,2.8
Nick Shore,68,LAK,NHL,C,2015-16,23,3,7,10,-10,32,3,0,0,1,90,3.3,844,0.04,0.1,0.15,1.32,-0.9,0.5,-0.4
P.K. Subban,68,MTL,NHL,D,2015-16,26,6,45,51,4,75,4,2,0,0,176,3.4,1793,0.09,0.66,0.75,2.59,4.1,4.2,8.3
Chris Terry,68,CAR,NHL,LW,2015-16,26,8,3,11,-12,16,8,0,0,0,78,10.3,767,0.12,0.04,0.16,1.15,0,0.5,0.6
Tommy Wingels,68,SJS,NHL,C,2015-16,27,7,11,18,-10,63,6,1,0,0,111,6.3,927,0.1,0.16,0.26,1.63,0.2,0.7,0.9
Nick Bjugstad,67,FLA,NHL,C,2015-16,23,15,19,34,-8,41,9,6,0,3,171,8.8,1039,0.22,0.28,0.51,2.55,2.7,0.7,3.4
Joel Edmundson,67,STL,NHL,D,2015-16,22,1,8,9,0,63,1,0,0,0,90,1.1,1000,0.01,0.12,0.13,1.34,-0.1,2.3,2.2
Jannik Hansen,67,VAN,NHL,RW,2015-16,29,22,16,38,16,32,20,1,1,5,117,18.8,1101,0.33,0.24,0.57,1.75,3.7,2.1,5.8
Duncan Keith,67,CHI,NHL,D,2015-16,32,9,34,43,13,26,5,4,0,4,130,6.9,1691,0.13,0.51,0.64,1.94,3.7,4.7,8.4
Leo Komarov,67,TOR,NHL,C,2015-16,29,19,17,36,-12,40,14,4,1,2,130,14.6,1195,0.28,0.25,0.54,1.94,2.7,0.9,3.7
Olli Maatta,67,PIT,NHL,D,2015-16,21,6,13,19,27,22,6,0,0,2,95,6.3,1337,0.09,0.19,0.28,1.42,1.1,4.8,5.9
Matthew Nieto,67,SJS,NHL,LW,2015-16,23,8,9,17,-8,10,6,0,2,1,90,8.9,882,0.12,0.13,0.25,1.34,0.3,0.7,1
David Schlemko,67,NJD,NHL,D,2015-16,28,6,13,19,-22,16,5,1,0,3,104,5.8,1249,0.09,0.19,0.28,1.55,1.3,1.8,3.1
Alex Steen,67,STL,NHL,LW,2015-16,31,17,35,52,3,48,14,2,1,2,172,9.9,1365,0.25,0.52,0.78,2.57,4,1.8,5.8
Marc-Edouard Vlasic,67,SJS,NHL,D,2015-16,28,8,31,39,15,48,6,2,0,0,116,6.9,1550,0.12,0.46,0.58,1.73,3.3,4.6,7.9
Aleksander Barkov,66,FLA,NHL,C,2015-16,20,28,31,59,18,8,18,9,1,8,171,16.4,1282,0.42,0.47,0.89,2.59,6.4,2,8.4
Pavel Datsyuk,66,DET,NHL,C,2015-16,37,16,33,49,7,14,8,8,0,1,181,8.8,1297,0.24,0.5,0.74,2.74,3.8,1.8,5.6
Ben Lovejoy,66,PIT,NHL,D,2015-16,31,4,6,10,9,30,4,0,0,0,90,4.4,1245,0.06,0.09,0.15,1.36,0,3.1,3.1
Alexey Marchenko,66,DET,NHL,D,2015-16,24,2,9,11,-5,10,2,0,0,0,40,5,1111,0.03,0.14,0.17,0.61,0.1,2.2,2.3
Alex Petrovic,66,FLA,NHL,D,2015-16,23,2,15,17,17,90,2,0,0,0,53,3.8,1119,0.03,0.23,0.26,0.8,0.8,3.4,4.2
Jordin Tootoo,66,NJD,NHL,RW,2015-16,32,4,5,9,-26,102,2,2,0,0,90,4.4,761,0.06,0.08,0.14,1.36,-0.6,0,-0.6
Kevin Connauton,65,TOT,NHL,D,2015-16,25,5,12,17,7,60,5,0,0,0,109,4.6,1088,0.08,0.18,0.26,1.68,1.1,2.8,3.9
David Desharnais,65,MTL,NHL,C,2015-16,29,11,18,29,-6,20,8,3,0,4,90,12.2,1040,0.17,0.28,0.45,1.38,1.5,0.9,2.5
Boyd Gordon,65,ARI,NHL,C,2015-16,32,2,2,4,-7,10,1,0,1,0,53,3.8,793,0.03,0.03,0.06,0.82,-1.5,0.6,-1
Peter Holland,65,TOR,NHL,C,2015-16,25,9,18,27,-16,28,4,5,0,1,138,6.5,953,0.14,0.28,0.42,2.12,1.3,0.5,1.8
Dmitrij Jaskin,65,STL,NHL,RW,2015-16,22,4,9,13,3,26,4,0,0,1,92,4.3,771,0.06,0.14,0.2,1.42,-0.2,1.1,0.8
Evander Kane,65,BUF,NHL,LW,2015-16,24,20,15,35,-14,91,17,2,1,3,271,7.4,1367,0.31,0.23,0.54,4.17,2.5,1.3,3.8
Melker Karlsson,65,SJS,NHL,C,2015-16,25,10,9,19,5,16,10,0,0,1,96,10.4,879,0.15,0.14,0.29,1.48,0.8,1.3,2.1
Martin Marincin,65,TOR,NHL,D,2015-16,23,1,6,7,-3,34,1,0,0,0,55,1.8,1090,0.02,0.09,0.11,0.85,-0.5,2.3,1.8
David Savard,65,CBJ,NHL,D,2015-16,25,4,21,25,-7,45,3,1,0,0,122,3.3,1506,0.06,0.32,0.38,1.88,1.4,2.4,3.8
Nathan Beaulieu,64,MTL,NHL,D,2015-16,23,2,17,19,-6,55,1,1,0,0,74,2.7,1117,0.03,0.27,0.3,1.16,0.9,1.9,2.8
Jordie Benn,64,DAL,NHL,D,2015-16,28,3,9,12,2,21,2,1,0,2,58,5.2,1001,0.05,0.14,0.19,0.91,0.5,1.8,2.2
Zach Bogosian,64,BUF,NHL,D,2015-16,25,7,17,24,-11,68,4,3,0,1,121,5.8,1430,0.11,0.27,0.38,1.89,1.8,2.7,4.5
Matt Carle,64,TBL,NHL,D,2015-16,31,2,7,9,4,26,2,0,0,1,54,3.7,1074,0.03,0.11,0.14,0.84,-0.1,2.7,2.6
Justin Faulk,64,CAR,NHL,D,2015-16,23,16,21,37,-22,27,4,12,0,4,184,8.7,1539,0.25,0.33,0.58,2.88,4.1,2.3,6.4
Michael Frolik,64,CGY,NHL,RW,2015-16,27,15,17,32,1,24,13,0,2,4,155,9.7,1012,0.23,0.27,0.5,2.42,2.4,1,3.4
Shayne Gostisbehere,64,PHI,NHL,D,2015-16,22,17,29,46,8,24,9,8,0,5,152,11.2,1286,0.27,0.45,0.72,2.38,5.4,3.5,8.9
Erik Gudbranson,64,FLA,NHL,D,2015-16,24,2,7,9,3,49,2,0,0,0,73,2.7,1287,0.03,0.11,0.14,1.14,-0.4,2.5,2.1
Martin Hanzal,64,ARI,NHL,C,2015-16,28,13,28,41,-5,77,9,3,1,2,141,9.2,1139,0.2,0.44,0.64,2.2,3,1,4
Marian Hossa,64,CHI,NHL,RW,2015-16,37,13,20,33,10,24,8,2,3,2,191,6.8,1105,0.2,0.31,0.52,2.98,2.1,1.6,3.7
Niklas Kronwall,64,DET,NHL,D,2015-16,35,3,23,26,-21,30,3,0,0,2,61,4.9,1409,0.05,0.36,0.41,0.95,1.5,1.5,3.1
Derek MacKenzie,64,FLA,NHL,C,2015-16,34,6,7,13,7,36,6,0,0,3,79,7.6,842,0.09,0.11,0.2,1.23,-0.2,1.1,1
Adam McQuaid,64,BOS,NHL,D,2015-16,29,1,8,9,6,89,1,0,0,0,42,2.4,1155,0.02,0.13,0.14,0.66,-0.3,2.6,2.3
Riley Nash,64,CAR,NHL,C,2015-16,26,9,13,22,-5,18,7,2,0,1,76,11.8,829,0.14,0.2,0.34,1.19,1.2,0.9,2.1
Dalton Prout,64,CBJ,NHL,D,2015-16,25,3,6,9,-6,102,3,0,0,0,69,4.3,1035,0.05,0.09,0.14,1.08,0.1,1.6,1.6
Ryan Reaves,64,STL,NHL,RW,2015-16,29,3,1,4,-6,68,3,0,0,0,31,9.7,514,0.05,0.02,0.06,0.48,-0.6,0.4,-0.3
Devante Smith-Pelly,64,TOT,NHL,RW,2015-16,23,14,11,25,-3,30,14,0,0,5,94,14.9,787,0.22,0.17,0.39,1.47,2.2,0.9,3.1
Paul Stastny,64,STL,NHL,C,2015-16,30,10,39,49,3,26,8,2,0,2,103,9.7,1226,0.16,0.61,0.77,1.61,3.2,1.6,4.9
Mark Stuart,64,WPG,NHL,D,2015-16,31,1,2,3,-7,66,1,0,0,0,39,2.6,1046,0.02,0.03,0.05,0.61,-0.9,1.3,0.5
Chris Wideman,64,OTT,NHL,D,2015-16,26,6,7,13,4,34,5,1,0,2,87,6.9,893,0.09,0.11,0.2,1.36,1.1,1.6,2.7
Colin Wilson,64,NSH,NHL,LW,2015-16,26,6,18,24,-1,14,5,1,0,0,108,5.6,925,0.09,0.28,0.38,1.69,0.8,1,1.8
Nick Bonino,63,PIT,NHL,C,2015-16,27,9,20,29,13,31,6,2,1,0,97,9.3,998,0.14,0.32,0.46,1.54,1.5,1.5,3
Mark Borowiecki,63,OTT,NHL,D,2015-16,26,1,1,2,-4,107,1,0,0,0,27,3.7,922,0.02,0.02,0.03,0.43,-0.8,1,0.2
Sean Couturier,63,PHI,NHL,C,2015-16,23,11,28,39,8,30,9,2,0,1,119,9.2,1172,0.17,0.44,0.62,1.89,2.3,1.7,4
Paul Gaustad,63,NSH,NHL,C,2015-16,33,2,4,6,-4,46,1,0,1,0,46,4.3,708,0.03,0.06,0.1,0.73,-1.1,0.6,-0.4
Iiro Pakarinen,63,EDM,NHL,RW,2015-16,24,5,8,13,-10,8,5,0,0,0,76,6.6,677,0.08,0.13,0.21,1.21,0.1,0.4,0.5
Justin Schultz,63,TOT,NHL,D,2015-16,25,4,14,18,-15,16,2,2,0,0,82,4.9,1162,0.06,0.22,0.29,1.3,1,1.3,2.3
Rob Scuderi,63,TOT,NHL,D,2015-16,37,0,10,10,7,10,0,0,0,0,35,0,996,0,0.16,0.16,0.56,-0.1,2.6,2.5
Jaccob Slavin,63,CAR,NHL,D,2015-16,21,2,18,20,1,8,2,0,0,0,84,2.4,1322,0.03,0.29,0.32,1.33,0.8,3.7,4.5
Brendan Smith,63,DET,NHL,D,2015-16,26,3,12,15,1,62,2,1,0,0,82,3.7,1109,0.05,0.19,0.24,1.3,0.6,2.7,3.4
Radim Vrbata,63,VAN,NHL,RW,2015-16,34,13,14,27,-30,12,8,5,0,0,199,6.5,1011,0.21,0.22,0.43,3.16,1.7,0,1.7
Paul Byron,62,MTL,NHL,C,2015-16,26,11,7,18,-9,11,8,0,3,2,50,22,853,0.18,0.11,0.29,0.81,0.8,0.6,1.4
Jason Demers,62,DAL,NHL,D,2015-16,27,7,16,23,16,72,3,3,1,1,94,7.4,1294,0.11,0.26,0.37,1.52,1.8,3.4,5.2
Thomas Hickey,62,NYI,NHL,D,2015-16,26,6,12,18,9,30,6,0,0,2,55,10.9,1079,0.1,0.19,0.29,0.89,1.4,3,4.4
Ondrej Palat,62,TBL,NHL,LW,2015-16,24,16,24,40,10,20,13,1,2,4,117,13.7,1111,0.26,0.39,0.65,1.89,3.4,1.7,5.1
Shane Prince,62,TOT,NHL,LW,2015-16,23,6,11,17,5,10,6,0,0,1,88,6.8,696,0.1,0.18,0.27,1.42,0.7,0.9,1.6
Kris Russell,62,TOT,NHL,D,2015-16,28,4,15,19,-5,10,2,2,0,1,70,5.7,1431,0.06,0.24,0.31,1.13,0.8,2.1,2.8
Mark Streit,62,PHI,NHL,D,2015-16,38,6,17,23,-1,18,4,2,0,1,110,5.5,1356,0.1,0.27,0.37,1.77,1.5,2.9,4.4
Anton Lander,61,EDM,NHL,C,2015-16,24,1,2,3,-9,18,1,0,0,0,54,1.9,737,0.02,0.03,0.05,0.89,-1.6,0.5,-1.1
Brandon Pirri,61,TOT,NHL,C,2015-16,24,14,15,29,-4,30,11,3,0,3,128,10.9,886,0.23,0.25,0.48,2.1,2.4,0.7,3.2
Chris Porter,61,MIN,NHL,LW,2015-16,31,4,3,7,-6,6,4,0,0,0,45,8.9,588,0.07,0.05,0.11,0.74,-0.4,0.5,0.1
Miikka Salomaki,61,NSH,NHL,RW,2015-16,22,5,5,10,-1,28,5,0,0,1,61,8.2,732,0.08,0.08,0.16,1,-0.3,0.8,0.4
Dennis Seidenberg,61,BOS,NHL,D,2015-16,34,1,11,12,-1,24,1,0,0,0,66,1.5,1183,0.02,0.18,0.2,1.08,0,2.1,2
Fedor Tyutin,61,CBJ,NHL,D,2015-16,32,1,2,3,-6,28,1,0,0,0,25,4,1073,0.02,0.03,0.05,0.41,-0.9,1.6,0.8
Andy Andreoff,60,LAK,NHL,LW,2015-16,24,8,2,10,1,76,8,0,0,1,46,17.4,528,0.13,0.03,0.17,0.77,0.6,0.6,1.2
Brad Boyes,60,TOR,NHL,RW,2015-16,33,8,16,24,-6,12,6,2,0,1,85,9.4,718,0.13,0.27,0.4,1.42,1.5,0.6,2.1
Ryan Carter,60,MIN,NHL,LW,2015-16,32,7,5,12,-3,48,6,0,1,0,62,11.3,668,0.12,0.08,0.2,1.03,0.3,0.7,1
Justin Fontaine,60,MIN,NHL,RW,2015-16,28,5,11,16,3,20,5,0,0,1,54,9.3,711,0.08,0.18,0.27,0.9,0.4,1,1.4
Matt Hunwick,60,TOR,NHL,D,2015-16,30,2,8,10,-17,32,2,0,0,1,74,2.7,1354,0.03,0.13,0.17,1.23,-0.4,1.7,1.3
Jack Johnson,60,CBJ,NHL,D,2015-16,29,6,8,14,-16,25,3,3,0,2,86,7,1451,0.1,0.13,0.23,1.43,0.4,1.5,2
Rick Nash,60,NYR,NHL,LW,2015-16,31,15,21,36,8,30,11,4,0,4,183,8.2,1016,0.25,0.35,0.6,3.05,3,1.3,4.3
Nail Yakupov,60,EDM,NHL,RW,2015-16,22,8,15,23,-16,24,7,1,0,1,127,6.3,853,0.13,0.25,0.38,2.12,1.1,0.4,1.5
Cody Franson,59,BUF,NHL,D,2015-16,28,4,13,17,-5,26,3,1,0,1,92,4.3,993,0.07,0.22,0.29,1.56,1.2,2.1,3.3
Shawn Horcoff,59,ANA,NHL,C,2015-16,37,6,9,15,1,34,5,0,1,2,73,8.2,784,0.1,0.15,0.25,1.24,0.2,1.1,1.3
Josh Jooris,59,CGY,NHL,C,2015-16,25,4,9,13,-1,39,4,0,0,0,80,5,725,0.07,0.15,0.22,1.36,-0.2,0.7,0.5
Mike Brown,58,TOT,NHL,RW,2015-16,30,2,3,5,-5,90,2,0,0,0,51,3.9,453,0.03,0.05,0.09,0.88,-0.5,0.3,-0.2
Emerson Etem,58,TOT,NHL,RW,2015-16,23,7,8,15,-12,11,7,0,0,1,100,7,763,0.12,0.14,0.26,1.72,0.4,0.4,0.7
Mikhail Grabovski,58,NYI,NHL,C,2015-16,32,9,16,25,3,33,8,1,0,2,83,10.8,818,0.16,0.28,0.43,1.43,1.6,1,2.6
Nicklas Grossmann,58,ARI,NHL,D,2015-16,31,3,4,7,-3,24,3,0,0,1,42,7.1,1031,0.05,0.07,0.12,0.72,-0.2,1.8,1.6
Dan Hamhuis,58,VAN,NHL,D,2015-16,33,3,10,13,-2,28,2,1,0,1,72,4.2,1242,0.05,0.17,0.22,1.24,0.2,2.9,3.2
Quinton Howden,58,FLA,NHL,C,2015-16,24,6,5,11,-1,18,6,0,0,0,54,11.1,602,0.1,0.09,0.19,0.93,0.3,0.6,0.8
Jyrki Jokipakka,58,TOT,NHL,D,2015-16,24,2,10,12,4,14,2,0,0,1,45,4.4,902,0.03,0.17,0.21,0.78,0.4,1.8,2.3
Jacob Josefson,58,NJD,NHL,C,2015-16,24,4,10,14,-21,20,1,3,0,1,86,4.7,900,0.07,0.17,0.24,1.48,-0.4,0.5,0
Nick Spaling,58,TOT,NHL,C,2015-16,27,3,10,13,-2,24,3,0,0,0,53,5.7,828,0.05,0.17,0.22,0.91,-0.5,0.9,0.4
Jay Beagle,57,WSH,NHL,RW,2015-16,30,8,9,17,0,24,8,0,0,1,74,10.8,799,0.14,0.16,0.3,1.3,0.6,0.8,1.4
Tyler Bozak,57,TOR,NHL,C,2015-16,29,12,23,35,-9,18,9,3,0,1,99,12.1,988,0.21,0.4,0.61,1.74,2.4,0.8,3.2
Tanner Glass,57,NYR,NHL,LW,2015-16,32,4,3,7,-3,66,4,0,0,0,49,8.2,586,0.07,0.05,0.12,0.86,-0.4,0.4,0
Bryan Little,57,WPG,NHL,C,2015-16,28,17,25,42,-13,12,13,2,2,2,127,13.4,1117,0.3,0.44,0.74,2.23,3.6,0.6,4.2
Evgeni Malkin,57,PIT,NHL,C,2015-16,29,27,31,58,1,65,16,11,0,6,162,16.7,1104,0.47,0.54,1.02,2.84,6.5,1.1,7.6
Brad Malone,57,CAR,NHL,C,2015-16,26,2,4,6,-11,75,2,0,0,0,31,6.5,544,0.04,0.07,0.11,0.54,-0.6,0.3,-0.3
Nikita Nesterov,57,TBL,NHL,D,2015-16,22,3,6,9,-6,41,1,2,0,0,57,5.3,849,0.05,0.11,0.16,1,0.3,1.4,1.7
Kyle Turris,57,OTT,NHL,C,2015-16,26,13,17,30,-15,32,10,3,0,2,122,10.7,1123,0.23,0.3,0.53,2.14,1.9,0.3,2.2
Austin Watson,57,NSH,NHL,LW,2015-16,24,3,7,10,-4,32,3,0,0,0,55,5.5,570,0.05,0.12,0.18,0.96,-0.1,0.5,0.4
Viktor Arvidsson,56,NSH,NHL,LW,2015-16,22,8,8,16,-8,35,7,1,0,3,139,5.8,694,0.14,0.14,0.29,2.48,0.8,0.4,1.2
John Carlson,56,WSH,NHL,D,2015-16,26,8,31,39,16,14,6,2,0,4,124,6.5,1327,0.14,0.55,0.7,2.21,3.6,4.1,7.7
Kyle Clifford,56,LAK,NHL,LW,2015-16,25,3,6,9,-1,55,3,0,0,0,68,4.4,524,0.05,0.11,0.16,1.21,-0.1,0.5,0.4
Brian Flynn,56,MTL,NHL,C,2015-16,27,4,6,10,-3,6,3,0,1,0,73,5.5,657,0.07,0.11,0.18,1.3,-0.3,0.6,0.3
Byron Froese,56,TOR,NHL,C,2015-16,24,2,3,5,-11,16,2,0,0,0,64,3.1,707,0.04,0.05,0.09,1.14,-1.2,0.4,-0.8
Brandon Manning,56,PHI,NHL,D,2015-16,25,1,6,7,2,66,1,0,0,1,67,1.5,926,0.02,0.11,0.13,1.2,-0.3,2.2,1.9
Cedric Paquette,56,TBL,NHL,C,2015-16,22,6,5,11,-2,51,5,0,1,1,50,12,713,0.11,0.09,0.2,0.89,0,0.7,0.7
Chris Stewart,56,ANA,NHL,RW,2015-16,28,8,12,20,2,73,7,1,0,1,78,10.3,605,0.14,0.21,0.36,1.39,1.5,0.9,2.4
Taylor Chorney,55,WSH,NHL,D,2015-16,28,1,5,6,8,21,1,0,0,0,28,3.6,726,0.02,0.09,0.11,0.51,-0.1,2.2,2
Eric Fehr,55,PIT,NHL,C,2015-16,30,8,6,14,0,19,4,0,4,2,74,10.8,718,0.15,0.11,0.25,1.35,0.5,0.7,1.2
Andreas Martinsen,55,COL,NHL,LW,2015-16,25,4,7,11,-4,47,4,0,0,1,52,7.7,610,0.07,0.13,0.2,0.95,0,0.5,0.5
Andrej Nestrasil,55,CAR,NHL,C,2015-16,24,9,14,23,4,8,7,2,0,1,105,8.6,789,0.16,0.25,0.42,1.91,1.4,1.3,2.7
Ryan Nugent-Hopkins,55,EDM,NHL,C,2015-16,22,12,22,34,-9,18,8,4,0,1,108,11.1,1048,0.22,0.4,0.62,1.96,2.2,0.9,3.2
Benoit Pouliot,55,EDM,NHL,LW,2015-16,29,14,22,36,-6,30,8,5,1,0,109,12.8,883,0.25,0.4,0.65,1.98,3.1,0.9,4
Mark Pysyk,55,BUF,NHL,D,2015-16,24,1,10,11,-1,32,1,0,0,0,44,2.3,875,0.02,0.18,0.2,0.8,0.3,2.1,2.4
Jake Virtanen,55,VAN,NHL,RW,2015-16,19,7,6,13,-7,45,6,1,0,1,94,7.4,636,0.13,0.11,0.24,1.71,0.5,0.5,1
Brandon Bollig,54,CGY,NHL,LW,2015-16,29,2,2,4,-10,103,2,0,0,0,56,3.6,502,0.04,0.04,0.07,1.04,-0.7,0.1,-0.7
Erik Condra,54,TBL,NHL,RW,2015-16,29,6,5,11,-4,34,6,0,0,0,58,10.3,578,0.11,0.09,0.2,1.07,0.3,0.5,0.8
Patrick Eaves,54,DAL,NHL,RW,2015-16,31,11,6,17,-5,27,6,5,0,2,86,12.8,700,0.2,0.11,0.31,1.59,1.3,0.4,1.7
Marian Gaborik,54,LAK,NHL,RW,2015-16,33,12,10,22,-6,20,11,1,0,3,142,8.5,807,0.22,0.19,0.41,2.63,1.6,0.6,2.2
Nate Prosser,54,MIN,NHL,D,2015-16,29,0,3,3,1,39,0,0,0,0,20,0,615,0,0.06,0.06,0.37,-0.4,1.5,1.1
Bobby Farnham,53,TOT,NHL,RW,2015-16,27,8,2,10,-2,97,8,0,0,0,50,16,494,0.15,0.04,0.19,0.94,0.7,0.6,1.3
Sam Gagner,53,PHI,NHL,C,2015-16,26,8,8,16,4,25,6,2,0,2,86,9.3,735,0.15,0.15,0.3,1.62,0.6,1,1.6
Brendan Gallagher,53,MTL,NHL,RW,2015-16,23,19,21,40,13,24,12,7,0,0,173,11,879,0.36,0.4,0.75,3.26,4.1,1.5,5.6
Eric Gryba,53,EDM,NHL,D,2015-16,27,1,5,6,0,75,1,0,0,0,58,1.7,948,0.02,0.09,0.11,1.09,-0.4,2.2,1.8
Logan Shaw,53,FLA,NHL,RW,2015-16,24,5,2,7,-7,13,4,1,0,1,72,6.9,649,0.09,0.04,0.13,1.36,-0.4,0.3,-0.1
Marek Zidlicky,53,NYI,NHL,D,2015-16,38,4,12,16,5,20,4,0,0,1,48,8.3,826,0.08,0.23,0.3,0.91,1.2,2.2,3.4
Logan Couture,52,SJS,NHL,C,2015-16,26,15,21,36,2,20,10,5,0,4,137,10.9,904,0.29,0.4,0.69,2.63,3.2,1.2,4.3
Adam Cracknell,52,TOT,NHL,RW,2015-16,30,5,5,10,-1,20,5,0,0,1,68,7.4,636,0.1,0.1,0.19,1.31,-0.1,0.8,0.7
